episode,stage,steps,capture_success,outcome_code,captured_target_count,escaped_target_count,total_reward_hunters,total_reward_targets,avg_chase_reward,avg_capture_reward,avg_escape_reward,avg_alignment_reward,avg_gap_reward,avg_stuck_penalty,avg_blocked_chase,avg_containment_reward,avg_role_geometry_reward,avg_escape_bandwidth,avg_critic_loss,avg_actor_loss,avg_active_targets,avg_min_group_size,avg_max_group_size,avg_group_size_std,avg_interceptors
108,default,250,0,-1,0,1,-182.2466,-279.1547,-0.0001,0.0000,-0.0267,0.0426,0.0000,0.0000,0.0194,0.0000,0.0000,0.3047,0.755613,-1.049739,1.3480,4.9440,4.9440,0.0000,0.0000
109,default,250,0,0,0,0,-127.1219,-415.8005,-0.0005,0.0000,0.0296,0.0401,0.0000,0.0000,0.0097,0.0000,0.0000,0.4859,0.785243,-0.976121,2.0000,3.0000,3.0000,0.0000,0.0000
110,default,250,0,-1,0,1,-318.7474,-97.7784,-0.0009,0.0000,0.0199,0.0563,0.0000,0.0000,0.1134,0.0000,0.0000,0.7114,0.788072,-0.147455,1.3160,5.0400,5.0400,0.0000,0.0000
111,default,250,0,0,0,0,-117.8570,-607.1517,-0.0000,0.0000,-0.0017,0.0183,0.0000,0.0000,0.1654,0.0000,0.0000,0.2635,0.505406,0.105782,2.0000,3.0000,3.0000,0.0000,0.0000
112,default,250,0,-1,0,1,-139.7183,-280.8903,-0.0002,0.0000,-0.0039,0.0364,0.0000,0.0000,0.1601,0.0000,0.0000,0.3357,0.647480,-0.383705,1.3400,4.9680,4.9680,0.0000,0.0000
113,default,250,0,-1,0,1,-189.1897,-286.1190,-0.0002,0.0000,-0.0249,0.0348,0.0000,0.0000,0.2636,0.0000,0.0000,0.3078,0.895287,-1.077931,1.3320,4.9920,4.9920,0.0000,0.0000
114,default,250,0,1,1,0,-134.1864,-174.4350,-0.0007,0.0200,0.0461,0.0331,0.0000,0.0000,0.1029,0.0000,0.0000,0.6547,1.159587,-1.382437,1.2920,5.1120,5.1120,0.0000,0.0000
115,default,250,0,-1,0,1,-315.7030,-97.8871,-0.0007,0.0000,0.0223,0.0553,0.0000,0.0000,0.2593,0.0000,0.0000,0.7158,1.042502,-0.629446,1.3360,4.9800,4.9800,0.0000,0.0000
116,default,250,0,0,0,0,-63.9288,-415.2434,-0.0003,0.0000,0.0534,0.0382,0.0000,0.0000,0.0448,0.0000,0.0000,0.5938,1.042721,-0.152266,2.0000,3.0000,3.0000,0.0000,0.0000
117,default,250,0,0,0,0,-107.6967,-413.3634,-0.0004,0.0000,0.0394,0.0407,0.0000,0.0000,0.1501,0.0000,0.0000,0.4910,0.898038,-0.819206,2.0000,3.0000,3.0000,0.0000,0.0000
118,default,250,0,0,0,0,-77.3287,-584.3558,-0.0001,0.0000,-0.0010,0.0257,0.0000,0.0000,0.0171,0.0000,0.0000,0.3784,1.099041,-1.035518,2.0000,3.0000,3.0000,0.0000,0.0000
119,default,250,0,0,0,0,-90.7810,-400.6335,-0.0001,0.0000,0.0591,0.0408,0.0000,0.0000,0.1460,0.0000,0.0000,0.5877,0.944267,-1.135074,2.0000,3.0000,3.0000,0.0000,0.0000
120,default,250,0,1,1,0,-39.0864,-322.0453,-0.0001,0.0200,-0.0081,0.0094,0.0000,0.0000,0.0185,0.0000,0.0000,0.2664,0.827492,-1.212161,1.0640,5.7960,5.7960,0.0000,0.0000
121,default,23,1,2,2,0,149.9857,-17.1718,-0.0001,0.6522,-0.2309,0.1213,0.0000,0.0000,0.0028,0.0000,0.0000,0.6291,0.731013,-1.229080,1.8696,3.1304,3.1304,0.0000,0.0000
122,default,250,0,1,1,0,-33.9465,-334.1200,-0.0001,0.0200,-0.0126,0.0102,0.0000,0.0000,0.0127,0.0000,0.0000,0.3212,1.455220,-2.128735,1.0920,5.7120,5.7120,0.0000,0.0000
123,default,19,1,2,2,0,119.9935,-11.1780,-0.0001,0.5263,-0.1375,0.1234,0.0000,0.0000,0.0000,0.0000,0.0000,0.7566,0.340014,-2.410089,1.8947,3.0000,3.0000,0.0000,0.0000
124,default,250,0,1,1,0,-47.9174,-316.4980,0.0000,0.0200,-0.0107,0.0131,0.0000,0.0000,0.1621,0.0000,0.0000,0.3339,2.126193,-3.335474,1.0840,5.7360,5.7360,0.0000,0.0000
125,default,250,0,-1,0,1,-144.5911,-301.6593,0.0001,0.0000,-0.0262,0.0370,0.0000,0.0000,0.1460,0.0000,0.0000,0.3557,1.676209,-3.794601,1.3520,4.9320,4.9320,0.0000,0.0000
126,default,88,0,-1,0,2,-125.5739,26.6313,-0.0001,0.0000,-0.1241,0.1671,0.0000,0.0000,0.1174,0.0000,0.0000,0.7221,1.939441,-4.052093,1.9318,3.1364,3.1364,0.0000,0.0000
127,default,250,0,-1,0,1,-146.8067,-301.9498,-0.0001,0.0000,-0.0221,0.0363,0.0000,0.0000,0.1525,0.0000,0.0000,0.3862,2.864516,-4.133730,1.3400,4.9680,4.9680,0.0000,0.0000
128,default,26,1,2,2,0,149.7837,-9.8017,-0.0005,0.5769,-0.0809,0.0989,0.0000,0.0000,0.0000,0.0000,0.0000,0.7278,2.605012,-4.048574,1.5769,4.0385,4.0385,0.0000,0.0000
129,default,250,0,1,1,0,-36.4137,-324.1242,-0.0001,0.0200,-0.0095,0.0128,0.0000,0.0000,0.0051,0.0000,0.0000,0.3304,3.818707,-4.198984,1.0960,5.7000,5.7000,0.0000,0.0000
130,default,81,0,-1,1,1,-58.1545,14.9186,-0.0003,0.0617,-0.0623,0.0950,0.0000,0.0000,0.1172,0.0000,0.0000,0.7024,3.474766,-4.226753,1.2099,5.2963,5.2963,0.0000,0.0000
131,default,28,1,2,2,0,149.9110,-10.1870,-0.0001,0.5357,-0.1053,0.1205,0.0000,0.0000,0.0000,0.0000,0.0000,0.7483,3.446251,-4.144460,1.7500,3.5357,3.5357,0.0000,0.0000
132,default,250,0,0,0,0,-90.1605,-642.9983,0.0000,0.0000,-0.0205,0.0125,0.0000,0.0000,0.1487,0.0000,0.0000,0.2634,3.903244,-4.157223,2.0000,3.0000,3.0000,0.0000,0.0000
133,default,84,0,-1,1,1,-55.5294,20.1113,-0.0003,0.0595,-0.0495,0.1006,0.0000,0.0000,0.1130,0.0000,0.0000,0.7400,3.607171,-3.977124,1.2262,5.2500,5.2500,0.0000,0.0000
134,default,19,1,2,2,0,149.9368,-8.9982,-0.0006,0.7895,-0.0763,0.1052,0.0000,0.0000,0.0000,0.0000,0.0000,0.7344,3.059541,-3.972752,1.7895,3.3158,3.3158,0.0000,0.0000
135,default,250,0,1,1,0,-33.4338,-320.3068,-0.0001,0.0200,-0.0074,0.0093,0.0000,0.0000,0.0076,0.0000,0.0000,0.2984,4.330509,-4.049292,1.0640,5.7960,5.7960,0.0000,0.0000
136,default,250,0,1,1,0,-36.4505,-322.5396,-0.0001,0.0200,-0.0151,0.0139,0.0000,0.0000,0.1472,0.0000,0.0000,0.3302,4.034786,-4.010539,1.0920,5.7120,5.7120,0.0000,0.0000
137,default,24,1,2,2,0,149.9942,-9.9431,-0.0000,0.6250,-0.1009,0.1245,0.0000,0.0000,0.0000,0.0000,0.0000,0.7760,4.710883,-4.037894,1.8750,3.1250,3.1250,0.0000,0.0000
138,default,26,1,2,2,0,149.7443,-11.5246,-0.0000,0.5769,-0.1052,0.1054,0.0000,0.0000,0.0000,0.0000,0.0000,0.7332,4.085479,-4.189941,1.6154,3.9231,3.9231,0.0000,0.0000
139,default,250,0,-1,0,1,-139.0639,-303.7818,-0.0001,0.0000,-0.0280,0.0346,0.0000,0.0000,0.1513,0.0000,0.0000,0.3449,5.297397,-4.130689,1.3360,4.9800,4.9800,0.0000,0.0000
140,default,250,0,0,0,0,-67.7065,-623.1483,-0.0000,0.0000,-0.0062,0.0147,0.0000,0.0000,0.0092,0.0000,0.0000,0.3171,4.088869,-4.199940,2.0000,3.0000,3.0000,0.0000,0.0000
141,default,250,0,0,0,0,-70.7858,-625.0567,-0.0001,0.0000,-0.0013,0.0144,0.0000,0.0000,0.0386,0.0000,0.0000,0.2441,3.341575,-4.084515,2.0000,3.0000,3.0000,0.0000,0.0000
142,default,250,0,0,0,0,-66.2199,-433.9433,-0.0001,0.0000,0.0433,0.0365,0.0000,0.0000,0.0088,0.0000,0.0000,0.5451,2.606558,-3.998112,2.0000,3.0000,3.0000,0.0000,0.0000
143,default,250,0,0,0,0,-20.7960,-648.7852,-0.0001,0.0000,-0.0137,0.0104,0.0000,0.0000,0.0042,0.0000,0.0000,0.2501,2.099405,-4.941853,2.0000,3.0000,3.0000,0.0000,0.0000
144,default,250,0,0,0,0,-10.6890,-635.9029,-0.0002,0.0000,-0.0072,0.0123,0.0000,0.0000,0.0016,0.0000,0.0000,0.2768,1.705369,-5.093484,2.0000,3.0000,3.0000,0.0000,0.0000
145,default,250,0,0,0,0,-13.0553,-639.2923,-0.0001,0.0000,-0.0188,0.0139,0.0000,0.0000,0.0135,0.0000,0.0000,0.1736,1.038531,-5.061126,2.0000,3.0000,3.0000,0.0000,0.0000
146,default,250,0,0,0,0,-7.5777,-645.6706,-0.0001,0.0000,-0.0087,0.0099,0.0000,0.0000,0.0003,0.0000,0.0000,0.3834,0.386144,-5.028134,2.0000,3.0000,3.0000,0.0000,0.0000
147,default,250,0,0,0,0,-6.5000,-632.7460,-0.0001,0.0000,-0.0113,0.0136,0.0000,0.0000,0.0031,0.0000,0.0000,0.1942,0.298929,-5.026516,2.0000,3.0000,3.0000,0.0000,0.0000
148,default,250,0,0,0,0,-6.8886,-608.7282,-0.0001,0.0000,-0.0090,0.0176,0.0000,0.0000,0.0006,0.0000,0.0000,0.2552,0.290702,-4.996472,2.0000,3.0000,3.0000,0.0000,0.0000
149,default,250,0,0,0,0,-6.2499,-647.1644,-0.0002,0.0000,-0.0196,0.0118,0.0000,0.0000,0.0003,0.0000,0.0000,0.2813,0.224807,-5.166219,2.0000,3.0000,3.0000,0.0000,0.0000
150,default,250,0,-1,0,1,-66.2875,-290.3522,-0.0002,0.0000,-0.0147,0.0391,0.0000,0.0000,0.0115,0.0000,0.0000,0.2587,0.314700,-5.064694,1.3520,4.9320,4.9320,0.0000,0.0000
151,default,250,0,-1,0,1,-66.2728,-290.0050,-0.0002,0.0000,-0.0021,0.0365,0.0000,0.0000,0.0056,0.0000,0.0000,0.3291,0.512933,-4.809324,1.3360,4.9800,4.9800,0.0000,0.0000
152,default,250,0,0,0,0,-7.2326,-642.8777,-0.0001,0.0000,-0.0127,0.0117,0.0000,0.0000,0.0284,0.0000,0.0000,0.3382,0.736843,-4.737185,2.0000,3.0000,3.0000,0.0000,0.0000
153,default,250,0,0,0,0,-7.4510,-614.1886,-0.0001,0.0000,-0.0075,0.0158,0.0000,0.0000,0.0522,0.0000,0.0000,0.2377,0.568577,-4.685050,2.0000,3.0000,3.0000,0.0000,0.0000
154,default,250,0,0,0,0,-65.7715,-429.2131,-0.0003,0.0000,0.0346,0.0386,0.0000,0.0000,0.1158,0.0000,0.0000,0.4763,0.651890,-4.423036,2.0000,3.0000,3.0000,0.0000,0.0000
155,default,250,0,0,0,0,-9.2522,-633.0678,-0.0001,0.0000,-0.0066,0.0132,0.0000,0.0000,0.0621,0.0000,0.0000,0.3092,0.661702,-4.129989,2.0000,3.0000,3.0000,0.0000,0.0000
156,default,250,0,0,0,0,-10.5412,-622.5825,-0.0001,0.0000,-0.0086,0.0153,0.0000,0.0000,0.0368,0.0000,0.0000,0.3033,0.623507,-4.123759,2.0000,3.0000,3.0000,0.0000,0.0000
157,default,250,0,0,0,0,-55.9855,-431.2523,-0.0007,0.0000,0.0381,0.0372,0.0000,0.0000,0.0136,0.0000,0.0000,0.4611,0.478331,-3.980251,2.0000,3.0000,3.0000,0.0000,0.0000
158,default,250,0,-1,0,1,-69.2515,-295.7760,-0.0004,0.0000,-0.0027,0.0358,0.0000,0.0000,0.0086,0.0000,0.0000,0.3313,0.346082,-3.609440,1.3480,4.9440,4.9440,0.0000,0.0000
159,default,250,0,0,0,0,-17.8940,-423.6361,-0.0004,0.0000,0.0366,0.0384,0.0000,0.0000,0.0141,0.0000,0.0000,0.5487,0.386592,-3.398423,2.0000,3.0000,3.0000,0.0000,0.0000
160,default,250,0,-1,0,1,-148.7361,-80.0225,-0.0007,0.0000,0.0456,0.0614,0.0000,0.0000,0.1204,0.0000,0.0000,0.7595,0.419818,-2.863642,1.3280,5.0040,5.0040,0.0000,0.0000
161,default,87,0,-1,0,2,-96.5632,55.8233,-0.0002,0.0000,0.0402,0.1801,0.0000,0.0000,0.0000,0.0000,0.0000,0.8156,0.454814,-2.544436,1.9540,3.0690,3.0690,0.0000,0.0000
162,default,250,0,0,0,0,-6.0606,-625.5960,-0.0000,0.0000,-0.0171,0.0174,0.0000,0.0000,0.0430,0.0000,0.0000,0.2547,0.900742,-2.731342,2.0000,3.0000,3.0000,0.0000,0.0000
163,default,250,0,-1,0,1,-67.3830,-281.5589,0.0000,0.0000,-0.0025,0.0381,0.0000,0.0000,0.0303,0.0000,0.0000,0.2707,0.780527,-2.781135,1.3240,5.0160,5.0160,0.0000,0.0000
164,default,88,0,-1,0,2,-97.1734,45.0637,-0.0000,0.0000,-0.0407,0.1717,0.0000,0.0000,0.0000,0.0000,0.0000,0.7530,0.972450,-2.771502,1.9432,3.1023,3.1023,0.0000,0.0000
165,default,250,0,-1,0,1,-122.5563,-80.9483,-0.0003,0.0000,0.0406,0.0595,0.0000,0.0000,0.0933,0.0000,0.0000,0.7146,1.297573,-2.781463,1.3400,4.9680,4.9680,0.0000,0.0000
166,default,250,0,0,0,0,-6.3710,-627.7074,-0.0001,0.0000,-0.0166,0.0162,0.0000,0.0000,0.0276,0.0000,0.0000,0.2554,1.342023,-2.768816,2.0000,3.0000,3.0000,0.0000,0.0000
167,default,250,0,0,0,0,-28.2508,-435.9124,-0.0003,0.0000,0.0464,0.0340,0.0000,0.0000,0.0422,0.0000,0.0000,0.5078,1.267084,-3.034387,2.0000,3.0000,3.0000,0.0000,0.0000
168,default,250,0,0,0,0,-27.4168,-421.8215,-0.0003,0.0000,0.0265,0.0406,0.0000,0.0000,0.0169,0.0000,0.0000,0.5399,1.269887,-3.374107,2.0000,3.0000,3.0000,0.0000,0.0000
169,default,250,0,1,1,0,38.3733,-313.7831,-0.0001,0.0200,-0.0314,0.0361,0.0000,0.0000,0.0042,0.0000,0.0000,0.3932,1.055419,-3.812030,1.3320,4.9920,4.9920,0.0000,0.0000
170,default,250,0,0,0,0,-6.4260,-623.5657,0.0000,0.0000,-0.0156,0.0174,0.0000,0.0000,0.0080,0.0000,0.0000,0.3426,1.054610,-4.003996,2.0000,3.0000,3.0000,0.0000,0.0000
171,default,250,0,-1,0,1,-74.7169,-70.2293,-0.0006,0.0000,0.0619,0.0628,0.0000,0.0000,0.0053,0.0000,0.0000,0.7226,0.994245,-3.909453,1.3400,4.9680,4.9680,0.0000,0.0000
172,default,250,0,1,1,0,38.6690,-320.3676,-0.0001,0.0200,-0.0126,0.0154,0.0000,0.0000,0.0051,0.0000,0.0000,0.3668,0.621111,-4.001390,1.1120,5.6520,5.6520,0.0000,0.0000
173,default,250,0,-1,0,1,-66.5857,-87.9143,-0.0004,0.0000,0.0504,0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.6797,0.648274,-4.060215,1.3320,4.9920,4.9920,0.0000,0.0000
174,default,250,0,-1,0,1,-66.7765,-94.0370,-0.0005,0.0000,0.0493,0.0543,0.0000,0.0000,0.0000,0.0000,0.0000,0.6900,0.795427,-3.643884,1.3440,4.9560,4.9560,0.0000,0.0000
175,default,250,0,-1,0,1,-66.2709,-289.1717,-0.0002,0.0000,-0.0178,0.0379,0.0000,0.0000,0.0006,0.0000,0.0000,0.2937,0.667948,-3.500142,1.3520,4.9320,4.9320,0.0000,0.0000
176,default,250,0,-1,0,1,-66.8566,-88.0434,-0.0006,0.0000,0.0465,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.7010,1.089347,-3.361337,1.3400,4.9680,4.9680,0.0000,0.0000
177,default,250,0,0,0,0,-6.4314,-417.3919,-0.0003,0.0000,0.0476,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.4349,1.022215,-2.921630,2.0000,3.0000,3.0000,0.0000,0.0000
178,default,250,0,0,0,0,-6.5423,-419.2366,-0.0004,0.0000,0.0425,0.0388,0.0000,0.0000,0.0007,0.0000,0.0000,0.5229,1.060405,-3.046881,2.0000,3.0000,3.0000,0.0000,0.0000
179,default,250,0,-1,0,1,-68.8852,-290.4745,-0.0002,0.0000,-0.0254,0.0383,0.0000,0.0000,0.0084,0.0000,0.0000,0.2744,1.066904,-3.095044,1.3480,4.9440,4.9440,0.0000,0.0000
180,default,250,0,0,0,0,-13.6387,-410.5507,-0.0003,0.0000,0.0579,0.0384,0.0000,0.0000,0.0000,0.0000,0.0000,0.4679,1.286394,-3.435354,2.0000,3.0000,3.0000,0.0000,0.0000
181,default,250,0,0,0,0,-20.8795,-425.2506,-0.0003,0.0000,0.0651,0.0342,0.0000,0.0000,0.0000,0.0000,0.0000,0.5707,0.971047,-3.791350,2.0000,3.0000,3.0000,0.0000,0.0000
182,default,250,0,0,0,0,-20.5696,-408.3390,-0.0001,0.0000,0.0653,0.0378,0.0000,0.0000,0.0034,0.0000,0.0000,0.4564,0.937642,-3.762684,2.0000,3.0000,3.0000,0.0000,0.0000
183,default,250,0,0,0,0,-26.1226,-414.0434,-0.0002,0.0000,0.0813,0.0353,0.0000,0.0000,0.0000,0.0000,0.0000,0.5437,0.657907,-3.830048,2.0000,3.0000,3.0000,0.0000,0.0000
184,default,250,0,0,0,0,-20.0540,-408.4351,-0.0002,0.0000,0.0793,0.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.4557,0.503206,-3.829357,2.0000,3.0000,3.0000,0.0000,0.0000
185,default,250,0,0,0,0,-13.4050,-411.7845,-0.0002,0.0000,0.0730,0.0349,0.0000,0.0000,0.0000,0.0000,0.0000,0.5479,0.408646,-3.742479,2.0000,3.0000,3.0000,0.0000,0.0000
186,default,250,0,0,0,0,-9.8914,-426.0004,-0.0002,0.0000,0.0690,0.0336,0.0000,0.0000,0.0000,0.0000,0.0000,0.4575,0.295686,-3.606974,2.0000,3.0000,3.0000,0.0000,0.0000
187,default,250,0,0,0,0,-6.2911,-404.2845,-0.0002,0.0000,0.0596,0.0399,0.0000,0.0000,0.0000,0.0000,0.0000,0.4839,0.173448,-3.607837,2.0000,3.0000,3.0000,0.0000,0.0000
188,default,250,0,0,0,0,-6.5367,-436.6516,-0.0004,0.0000,0.0669,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.5542,0.198589,-3.630598,2.0000,3.0000,3.0000,0.0000,0.0000
189,default,250,0,0,0,0,-7.1463,-417.7053,-0.0005,0.0000,0.0568,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.4799,0.217482,-3.658985,2.0000,3.0000,3.0000,0.0000,0.0000
190,default,250,0,0,0,0,-6.4201,-224.4873,-0.0003,0.0000,0.1057,0.0544,0.0000,0.0000,0.0000,0.0000,0.0000,0.7137,0.199583,-3.554208,2.0000,3.0000,3.0000,0.0000,0.0000
191,default,250,0,0,0,0,-7.0032,-403.5664,-0.0003,0.0000,0.0594,0.0395,0.0000,0.0000,0.0000,0.0000,0.0000,0.4780,0.222510,-3.423419,2.0000,3.0000,3.0000,0.0000,0.0000
192,default,250,0,0,0,0,-6.7780,-408.6583,-0.0002,0.0000,0.0598,0.0373,0.0000,0.0000,0.0000,0.0000,0.0000,0.4864,0.193460,-3.371759,2.0000,3.0000,3.0000,0.0000,0.0000
193,default,250,0,0,0,0,-6.3057,-419.2679,-0.0002,0.0000,0.0416,0.0357,0.0000,0.0000,0.0000,0.0000,0.0000,0.4770,0.201251,-3.339929,2.0000,3.0000,3.0000,0.0000,0.0000
194,default,250,0,0,0,0,-6.3840,-443.2478,-0.0003,0.0000,0.0704,0.0272,0.0000,0.0000,0.0000,0.0000,0.0000,0.5467,0.156917,-3.336429,2.0000,3.0000,3.0000,0.0000,0.0000
195,default,250,0,0,0,0,-6.2806,-619.5724,-0.0002,0.0000,-0.0088,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.3512,0.147707,-3.360329,2.0000,3.0000,3.0000,0.0000,0.0000
196,default,250,0,0,0,0,-6.2798,-438.8571,-0.0002,0.0000,0.0365,0.0323,0.0000,0.0000,0.0000,0.0000,0.0000,0.4318,0.158454,-3.495763,2.0000,3.0000,3.0000,0.0000,0.0000
197,default,250,0,0,0,0,-6.2508,-439.0705,-0.0002,0.0000,0.0385,0.0321,0.0000,0.0000,0.0000,0.0000,0.0000,0.4573,0.170072,-3.590573,2.0000,3.0000,3.0000,0.0000,0.0000
198,default,250,0,0,0,0,-6.1721,-591.7289,-0.0001,0.0000,-0.0199,0.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.3146,0.183138,-3.687282,2.0000,3.0000,3.0000,0.0000,0.0000
199,default,250,0,0,0,0,-6.1858,-619.7620,-0.0001,0.0000,-0.0263,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.3016,0.219022,-3.786082,2.0000,3.0000,3.0000,0.0000,0.0000
200,default,250,0,0,0,0,-6.3794,-222.6645,-0.0003,0.0000,0.1009,0.0598,0.0000,0.0000,0.0098,0.0000,0.0000,0.6886,0.230686,-3.825461,2.0000,3.0000,3.0000,0.0000,0.0000
201,default,250,0,-1,0,1,-68.7934,-285.6038,-0.0001,0.0000,-0.0006,0.0393,0.0000,0.0000,0.0114,0.0000,0.0000,0.2991,0.239729,-3.714705,1.3560,4.9200,4.9200,0.0000,0.0000
202,default,250,0,-1,0,1,-67.3545,-297.8940,-0.0003,0.0000,-0.0082,0.0351,0.0000,0.0000,0.0226,0.0000,0.0000,0.2394,0.407292,-3.646919,1.3320,4.9920,4.9920,0.0000,0.0000
203,default,250,0,-1,0,1,-67.0523,-285.0337,-0.0001,0.0000,-0.0022,0.0383,0.0000,0.0000,0.0136,0.0000,0.0000,0.5913,0.706142,-3.674164,1.3360,4.9800,4.9800,0.0000,0.0000
204,default,250,0,-1,0,1,-66.8345,-279.4023,-0.0002,0.0000,-0.0038,0.0395,0.0000,0.0000,0.0154,0.0000,0.0000,0.2861,1.055962,-3.706868,1.3400,4.9680,4.9680,0.0000,0.0000
205,default,250,0,0,0,0,-10.1522,-420.9244,-0.0003,0.0000,0.0599,0.0361,0.0000,0.0000,0.0047,0.0000,0.0000,0.5203,1.218628,-3.658776,2.0000,3.0000,3.0000,0.0000,0.0000
206,default,250,0,-1,0,1,-79.8832,-73.6379,-0.0004,0.0000,0.0942,0.0534,0.0000,0.0000,0.0000,0.0000,0.0000,0.6221,1.364480,-3.494371,1.3280,5.0040,5.0040,0.0000,0.0000
207,default,250,0,-1,0,1,-69.0744,-275.3964,-0.0001,0.0000,0.0006,0.0395,0.0000,0.0000,0.0010,0.0000,0.0000,0.5154,1.295631,-3.509586,1.3480,4.9440,4.9440,0.0000,0.0000
208,default,250,0,-1,0,1,-76.4973,-79.5218,-0.0002,0.0000,0.0737,0.0551,0.0000,0.0000,0.0000,0.0000,0.0000,0.6150,1.565838,-3.517443,1.3320,4.9920,4.9920,0.0000,0.0000
209,default,250,0,1,1,0,4.7119,-312.1301,-0.0002,0.0200,-0.0181,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.3867,1.566899,-3.349104,1.3200,5.0280,5.0280,0.0000,0.0000
210,default,250,0,-1,0,1,-67.9878,-278.6493,-0.0001,0.0000,-0.0011,0.0365,0.0000,0.0000,0.0000,0.0000,0.0000,0.3141,1.312942,-3.345644,1.3120,5.0520,5.0520,0.0000,0.0000
211,default,250,0,-1,0,1,-68.1595,-292.2426,-0.0001,0.0000,-0.0208,0.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.2392,1.233994,-3.336577,1.3200,5.0280,5.0280,0.0000,0.0000
212,default,250,0,-1,0,1,-66.8086,-287.0992,-0.0001,0.0000,-0.0096,0.0375,0.0000,0.0000,0.0016,0.0000,0.0000,0.4084,1.460056,-3.377429,1.3280,5.0040,5.0040,0.0000,0.0000
213,default,250,0,0,0,0,-8.3289,-410.3044,-0.0003,0.0000,0.0771,0.0353,0.0000,0.0000,0.0031,0.0000,0.0000,0.5081,1.549362,-3.491280,2.0000,3.0000,3.0000,0.0000,0.0000
214,default,250,0,-1,0,1,-67.9083,-290.8183,-0.0001,0.0000,-0.0009,0.0345,0.0000,0.0000,0.0041,0.0000,0.0000,0.2971,1.461007,-3.455430,1.3280,5.0040,5.0040,0.0000,0.0000
215,default,250,0,-1,0,1,-70.6707,-61.1143,-0.0004,0.0000,0.1082,0.0561,0.0000,0.0000,0.0000,0.0000,0.0000,0.6196,1.402272,-3.490441,1.3360,4.9800,4.9800,0.0000,0.0000
216,default,250,0,-1,0,1,-67.8747,-289.1619,-0.0001,0.0000,-0.0079,0.0367,0.0000,0.0000,0.0044,0.0000,0.0000,0.2616,1.323118,-3.398890,1.3240,5.0160,5.0160,0.0000,0.0000
217,default,250,0,-1,0,1,-68.0559,-285.2007,-0.0003,0.0000,-0.0112,0.0395,0.0000,0.0000,0.0023,0.0000,0.0000,0.2749,1.547614,-3.360686,1.3560,4.9200,4.9200,0.0000,0.0000
218,default,250,0,-1,0,1,-69.1468,-274.7323,-0.0002,0.0000,-0.0056,0.0426,0.0000,0.0000,0.0038,0.0000,0.0000,0.3770,1.620988,-3.339553,1.3520,4.9320,4.9320,0.0000,0.0000
219,default,250,0,1,1,0,36.5001,-314.6417,-0.0002,0.0200,-0.0184,0.0370,0.0000,0.0000,0.0008,0.0000,0.0000,0.4128,1.442138,-3.308667,1.3640,4.8960,4.8960,0.0000,0.0000
220,default,250,0,-1,0,1,-66.7289,-93.1444,-0.0002,0.0000,0.0548,0.0547,0.0000,0.0000,0.0002,0.0000,0.0000,0.6231,1.779629,-3.296783,1.3280,5.0040,5.0040,0.0000,0.0000
221,default,250,0,-1,0,1,-69.7312,-86.3379,-0.0002,0.0000,0.0611,0.0557,0.0000,0.0000,0.0000,0.0000,0.0000,0.6159,1.704682,-3.122990,1.3160,5.0400,5.0400,0.0000,0.0000
222,default,250,0,0,0,0,-78.8644,-438.5694,-0.0001,0.0000,0.0490,0.0324,0.0000,0.0000,0.1479,0.0000,0.0000,0.4422,1.566803,-2.991951,2.0000,3.0000,3.0000,0.0000,0.0000
223,default,250,0,1,1,0,29.5885,-106.8707,-0.0002,0.0200,0.0749,0.0356,0.0000,0.0000,0.0000,0.0000,0.0000,0.5868,1.727457,-2.825972,1.1160,5.6400,5.6400,0.0000,0.0000
224,default,250,0,1,1,0,35.9963,-101.0667,-0.0003,0.0200,0.0857,0.0353,0.0000,0.0000,0.0003,0.0000,0.0000,0.6046,1.404460,-2.675418,1.1120,5.6520,5.6520,0.0000,0.0000
225,default,250,0,1,1,0,32.3491,-116.8187,-0.0003,0.0200,0.0634,0.0348,0.0000,0.0000,0.0010,0.0000,0.0000,0.6140,1.353347,-2.543047,1.1240,5.6160,5.6160,0.0000,0.0000
226,default,250,0,1,1,0,-27.1565,-110.6126,-0.0001,0.0200,0.0473,0.0505,0.0000,0.0000,0.1407,0.0000,0.0000,0.5773,1.089896,-2.370181,1.3440,4.9560,4.9560,0.0000,0.0000
227,default,250,0,1,1,0,28.7137,-314.4710,-0.0003,0.0200,-0.0285,0.0313,0.0000,0.0000,0.0000,0.0000,0.0000,0.5036,1.080074,-2.275729,1.3400,4.9680,4.9680,0.0000,0.0000
228,default,250,0,1,1,0,36.6878,-90.7370,-0.0002,0.0200,0.0940,0.0479,0.0000,0.0000,0.0000,0.0000,0.0000,0.5631,1.076539,-2.425200,1.3440,4.9560,4.9560,0.0000,0.0000
